http://www.candidagenome.org/download/External_id_mappings/gp2protein.cgd.gz
CGDID	Uniprot
CAL0000148983	G8BF12
CAL0000148987	G8BCX1
CAL0000148989	G8BGA7
CAL0000148993	G8BCS6
CAL0000148991	G8BDA9
CAL0000148995	G8BHN7
CAL0000148997	G8BIW5
CAL0000149001	G8BAU2
CAL0000148999	G8BEZ8
CAL0000149003	G8BIC1
CAL0000149005	G8BHG8
CAL0000149007	G8BDV8
CAL0000149009	G8B8Q5
CAL0000149013	G8B756
CAL0000149011	G8BFZ8
CAL0000149015	G8BBC2
CAL0000149017	G8BED8
CAL0000149019	G8BJ65
CAL0000149021	G8B724
CAL0000149023	G8BBE6
CAL0000149027	G8BB04
CAL0000149025	G8BH19
CAL0000149029	G8BAV0
CAL0000149031	G8BF62
CAL0000149035	G8BKP1
CAL0000149037	G8BI12
CAL0000149041	G8BCF1
CAL0000149039	G8BIX2
CAL0000149043	G8BEW8
CAL0000149045	G8BC71
CAL0000149047	G8B880
CAL0000149051	G8B6A6
CAL0000149049	G8BFG9
CAL0000149055	G8BCE9
CAL0000149053	G8B970
CAL0000149057	G8B5A3
CAL0000149059	G8B8T2
CAL0000149061	G8BK10
CAL0000149063	G8B7A7
CAL0000149065	G8BCI5
CAL0000149069	G8B633
CAL0000149077	G8BKC2
CAL0000149081	G8BAI1
CAL0000149079	G8BI57
CAL0000149083	G8BB63
CAL0000149085	G8B5R3
CAL0000149087	G8BGC4
CAL0000149089	G8BDQ5
CAL0000149091	G8BFL4
CAL0000149095	G8BAB6
CAL0000149099	G8B6G0
CAL0000149105	G8BL95
CAL0000149101	G8BDR3
CAL0000149109	G8B706
CAL0000149107	G8BGE7
CAL0000149111	G8BCF4
CAL0000149113	G8B5B2
CAL0000149115	G8BE89
CAL0000149117	G8BDU3
CAL0000149119	G8B714
CAL0000149121	G8B6N9
CAL0000149123	G8BH89
CAL0000149127	G8B5B7
CAL0000149129	G8B8R2
CAL0000149131	G8BFT6
CAL0000149133	G8BHE1
CAL0000149135	G8BD22
CAL0000149141	G8BB12
CAL0000149139	G8BKN5
CAL0000149137	G8BCT6
CAL0000149143	G8BG03
CAL0000149145	G8B6N7
CAL0000149149	G8BBB2
CAL0000149147	G8BK26
CAL0000149151	G8BG73
CAL0000149153	G8BI64
CAL0000149155	G8B909
CAL0000149159	G8B7S0
CAL0000149161	G8BFC5
CAL0000149163	G8B5F4
CAL0000149165	G8BFT2
CAL0000149169	G8BK40
CAL0000149167	G8B891
CAL0000149171	G8BBM0
CAL0000149173	G8BK57
CAL0000149175	G8B7B3
CAL0000149177	G8BKJ9
CAL0000149179	G8B8Y5
CAL0000149181	G8BIM9
CAL0000149183	G8B5L4
CAL0000149187	G8BGS8
CAL0000149185	G8BD65
CAL0000149189	G8BF30
CAL0000149193	G8B571
CAL0000149197	G8BJP6
CAL0000149199	G8BIJ9
CAL0000149203	G8BHN9
CAL0000149201	G8BJF9
CAL0000149205	G8BG93
CAL0000149207	G8BGV6
CAL0000149209	G8B9Y9
CAL0000149211	G8B7K6
CAL0000149213	G8BH64
CAL0000149215	G8B4V4
CAL0000149217	G8B861
CAL0000149219	G8BBN8
CAL0000149221	G8BAH8
CAL0000149223	G8BIH2
CAL0000149225	G8BL15
CAL0000149227	G8BFZ4
CAL0000149229	G8BDN2
CAL0000149233	G8BJS3
CAL0000149231	G8BG05
CAL0000149235	G8B6R0
CAL0000149237	G8BE46
CAL0000149239	G8B5J8
CAL0000149241	G8BFJ7
CAL0000149243	G8B9Y2
CAL0000149245	G8B6U1
CAL0000149247	G8B9K0
CAL0000149251	G8BHA3
CAL0000149253	G8BFR2
CAL0000149255	G8BDW0
CAL0000149257	G8BKU2
CAL0000149261	G8BBI7
CAL0000149259	G8BCY7
CAL0000149263	G8B708
CAL0000149265	G8B821
CAL0000149269	G8BAD5
CAL0000149271	G8B5J4
CAL0000149275	G8BIC5
CAL0000149279	G8BGN4
CAL0000149277	G8BI82
CAL0000149281	G8BF50
CAL0000149283	G8BHY1
CAL0000149285	G8BHK0
CAL0000149287	G8BJR5
CAL0000149289	G8BKL5
CAL0000149291	G8BJF3
CAL0000149295	G8BHI9
CAL0000149293	G8BEW7
CAL0000149301	G8B6J3
CAL0000149297	G8BF99
CAL0000149309	G8BIC6
CAL0000149311	G8B6F1
CAL0000149307	G8BD30
CAL0000149315	G8B930
CAL0000149317	G8BGB1
CAL0000149319	G8BE84
CAL0000149321	G8B9E5
CAL0000149323	G8BKW0
CAL0000149327	G8BGP0
CAL0000149325	G8BG91
CAL0000149329	G8B5J2
CAL0000149331	G8BDI9
CAL0000149335	G8BJZ2
CAL0000149333	G8BGI7
CAL0000149337	G8BF55
CAL0000149339	G8BAF5
CAL0000149341	G8BJ45
CAL0000149345	G8B6W7
CAL0000149349	G8BK67
CAL0000149347	G8BIT8
CAL0000149351	G8BI52
CAL0000149353	G8BAG9
CAL0000149355	G8BJE2
CAL0000149357	G8B7T8
CAL0000149359	G8BD45
CAL0000149361	G8B8N5
CAL0000149365	G8B7Q4
CAL0000149369	G8BAZ2
CAL0000149371	G8B6M6
CAL0000149373	G8BA81
CAL0000149377	G8BCU5
CAL0000149375	G8BDM1
CAL0000149379	G8BKK2
CAL0000149381	G8BI00
CAL0000149383	G8B523
CAL0000149389	G8BGX7
CAL0000149387	G8BJX7
CAL0000149393	G8BKA1
CAL0000149391	G8B8L5
CAL0000149397	G8BIF7
CAL0000149401	G8B8R3
CAL0000149405	G8BH22
CAL0000149403	G8BI24
CAL0000149407	G8BIW2
CAL0000149409	G8BCR8
CAL0000149411	G8BI23
CAL0000149413	G8BH45
CAL0000149417	G8BHE3
CAL0000149421	G8B8N1
CAL0000149423	G8B9B5
CAL0000149425	G8B9G0
CAL0000149427	G8BDR1
CAL0000149429	G8BKQ5
CAL0000145042	Q7GEU5
CAL0000149435	G8BKV6
CAL0000149431	G8B971
CAL0000149433	G8BFU5
CAL0000149441	G8BH88
CAL0000149439	G8BG41
CAL0000149443	G8BAB3
CAL0000149445	G8B6F7
CAL0000149447	G8BFK3
CAL0000149449	G8BL29
CAL0000149451	G8BK92
CAL0000149453	G8BBK1
CAL0000149457	G8BHJ8
CAL0000149455	G8BF37
CAL0000149459	G8BFP7
CAL0000149461	G8BCM3
CAL0000149463	G8B7A8
CAL0000149467	G8BGC7
CAL0000149469	G8BEX0
CAL0000149471	G8BC00
CAL0000149473	G8BA28
CAL0000149475	G8BJ85
CAL0000149477	G8B809
CAL0000149479	G8BFN9
CAL0000149481	G8BI48
CAL0000149483	G8BIM1
CAL0000149485	G8B8D9
CAL0000149489	G8BKZ4
CAL0000149495	G8BCF5
CAL0000149491	G8BI81
CAL0000149493	G8B8P5
CAL0000149497	G8B692
CAL0000149503	G8BJN8
CAL0000149499	G8BEN8
CAL0000149501	G8BDA4
CAL0000149509	G8BIP8
CAL0000149505	G8B936
CAL0000149507	G8BDC9
CAL0000149511	G8BFF7
CAL0000149513	G8B866
CAL0000149515	G8BK19
CAL0000149517	G8BDB1
CAL0000149521	G8BIZ5
CAL0000149519	G8BEL4
CAL0000149525	G8B5X1
CAL0000149529	G8B781
CAL0000149523	G8BFD4
CAL0000149531	G8BAF1
CAL0000149537	G8BI98
CAL0000149535	G8BD97
CAL0000149539	G8BHN2
CAL0000149549	G8BKI8
CAL0000149547	G8B980
CAL0000149551	G8BGW4
CAL0000149553	G8BG27
CAL0000149555	G8BGS1
CAL0000149557	G8B537
CAL0000149559	G8BA01
CAL0000149561	G8BGT7
CAL0000149563	G8BE31
CAL0000149565	G8B9S4
CAL0000149567	G8B5M4
CAL0000149569	G8B5Q2
CAL0000149571	G8BEG4
CAL0000149575	G8BK35
CAL0000149573	G8BIX4
CAL0000149577	G8B6M9
CAL0000149579	G8B4Z5
CAL0000149581	G8BKV5
CAL0000149583	G8BDS7
CAL0000149589	G8BAT0
CAL0000149591	G8B8K6
CAL0000149593	G8BJL3
CAL0000149595	G8BJY2
CAL0000149597	G8BEC5
CAL0000149599	G8BDS4
CAL0000149601	G8BBQ1
CAL0000149603	G8BDY0
CAL0000149607	G8B5D0
CAL0000149609	G8B616
CAL0000149615	G8BL24
CAL0000149611	G8B9N0
CAL0000149613	G8BCU6
CAL0000149619	G8BBY2
CAL0000149617	G8B966
CAL0000149621	G8B6V0
CAL0000149623	G8BDH7
CAL0000149625	G8B9I4
CAL0000149627	G8BE69
CAL0000149629	G8BK72
CAL0000149633	G8BL51
CAL0000149631	G8BJP2
CAL0000149637	G8BAX7
CAL0000149635	G8BCB5
CAL0000149639	G8B739
CAL0000149641	G8B5D5
CAL0000149647	G8BKH3
CAL0000149643	G8B9F7
CAL0000149645	G8BF67
CAL0000149649	G8B4Y1
CAL0000149651	G8BHM8
CAL0000149653	G8BKF5
CAL0000149655	G8BK43
CAL0000149657	G8BCC8
CAL0000149661	G8BDU4
CAL0000149663	G8BCK5
CAL0000149669	G8BK69
CAL0000149667	G8B941
CAL0000149671	G8BKT1
CAL0000149673	G8BD86
CAL0000149675	G8BJ32
CAL0000149677	G8BI30
CAL0000149679	G8B705
CAL0000149681	G8B4U3
CAL0000149683	G8BA13
CAL0000149687	G8BJ06
CAL0000149689	G8B833
CAL0000149685	G8BFV2
CAL0000149691	G8BD23
CAL0000149695	G8BHD1
CAL0000149693	G8B8N7
CAL0000149697	G8BCU3
CAL0000149699	G8BDD4
CAL0000149703	G8BCF9
CAL0000149701	G8B5K4
CAL0000149705	G8B7B1
CAL0000149707	G8BH31
CAL0000149709	G8BJH6
CAL0000149711	G8BEW0
CAL0000149713	G8B5M5
CAL0000149717	G8BKM6
CAL0000149715	G8BL69
CAL0000149719	G8BG08
CAL0000149721	G8B5W2
CAL0000149725	G8B4W8
CAL0000149729	G8BG65
CAL0000149727	G8BDF4
CAL0000149731	G8B4Y6
CAL0000149733	G8BL55
CAL0000149735	G8BIB1
CAL0000149737	G8B5X4
CAL0000149739	G8B716
CAL0000149745	G8B5A7
CAL0000149747	G8BEA3
CAL0000149749	G8B539
CAL0000149751	G8B7M0
CAL0000149753	G8BE36
CAL0000149755	G8B759
CAL0000149757	G8B6I6
CAL0000149759	G8BC16
CAL0000149761	G8B5F1
CAL0000149763	G8BJM7
CAL0000149765	G8BL53
CAL0000149767	G8B7I5
CAL0000149769	G8BEA4
CAL0000149771	G8BIH8
CAL0000149775	G8B9R6
CAL0000149777	G8BEZ1
CAL0000149779	G8BL61
CAL0000149781	G8BGL0
CAL0000149783	G8BK80
CAL0000149785	G8BHU2
CAL0000149787	G8B8N3
CAL0000149791	G8B798
CAL0000149795	G8BKS8
CAL0000149793	G8BJA3
CAL0000149797	G8BK31
CAL0000149799	G8B8E1
CAL0000149803	G8B7M1
CAL0000149807	G8BGT1
CAL0000149805	G8B7G8
CAL0000149809	G8B7A1
CAL0000149815	G8BA62
CAL0000149811	G8BHU3
CAL0000149813	G8B8P8
CAL0000149819	G8BA18
CAL0000149817	G8BEH6
CAL0000149821	G8BIT9
CAL0000149823	G8B7J7
CAL0000149825	G8B790
CAL0000149829	G8BIS0
CAL0000149827	G8BFG7
CAL0000149831	G8B8Z2
CAL0000149833	G8BFJ4
CAL0000149835	G8BDZ6
CAL0000149841	G8BL17
CAL0000149843	G8BB26
CAL0000149847	G8BAF2
CAL0000149851	G8B7B9
CAL0000149853	G8BI28
CAL0000149855	G8BE29
CAL0000149861	G8B8J5
CAL0000149863	G8BCN4
CAL0000149865	G8BKS1
CAL0000149867	G8BFP8
CAL0000149869	G8B581
CAL0000149873	G8BGL3
CAL0000149871	G8BFU8
CAL0000149875	G8B6I8
CAL0000149879	G8BJX3
CAL0000149877	G8BDP2
CAL0000149881	G8B9I3
CAL0000149883	G8B7X3
CAL0000149887	G8BI89
CAL0000149885	G8BFV8
CAL0000149889	G8BL98
CAL0000149891	G8BH63
CAL0000149893	G8BGG7
CAL0000149895	G8BDR8
CAL0000149897	G8BA16
CAL0000149899	G8BD01
CAL0000149901	G8B8X1
CAL0000149903	G8BJI1
CAL0000149905	G8BJV0
CAL0000149907	G8BE17
CAL0000149909	G8BFR5
CAL0000149911	G8BCZ1
CAL0000149913	G8BIK8
CAL0000149915	G8B8T0
CAL0000149917	G8BL23
CAL0000149921	G8BA26
CAL0000149919	G8BBR8
CAL0000149923	G8B8B5
CAL0000149925	G8B5W0
CAL0000149927	G8B8K8
CAL0000149929	G8BAQ8
CAL0000149931	G8B9S6
CAL0000149933	G8BEF3
CAL0000149935	G8BJQ3
CAL0000149937	G8B517
CAL0000149939	G8B6I9
CAL0000149941	G8B8S8
CAL0000149943	G8B4Q4
CAL0000149945	G8BFN0
CAL0000149947	G8BGT5
CAL0000149951	G8B610
CAL0000149949	G8BDK9
CAL0000149953	G8B8X7
CAL0000149955	G8BDS2
CAL0000149957	G8BHJ0
CAL0000149959	G8B9L2
CAL0000149961	G8BK17
CAL0000149963	G8B701
CAL0000149965	G8B906
CAL0000149967	G8BFG1
CAL0000149969	G8BEJ8
CAL0000149973	G8BJG5
CAL0000149971	G8BG74
CAL0000149975	G8BAW6
CAL0000149981	G8B623
CAL0000149979	G8BGD1
CAL0000149977	G8BD15
CAL0000149983	G8B6K9
CAL0000149985	G8BFL9
CAL0000149987	G8B6R4
CAL0000149989	G8BC64
CAL0000149991	G8B6H1
CAL0000149993	G8B8Y9
CAL0000149995	G8BEQ7
CAL0000149997	G8BH76
CAL0000150001	G8B7V7
CAL0000150005	G8BDC8
CAL0000150011	G8BL31
CAL0000150007	G8B606
CAL0000150009	G8B8D0
CAL0000150015	G8BKM9
CAL0000150013	G8B5P4
CAL0000150017	G8B776
CAL0000150021	G8BBM7
CAL0000150019	G8B8V4
CAL0000150023	G8BB49
CAL0000150025	G8BI68
CAL0000150029	G8BGN7
CAL0000150027	G8B7R0
CAL0000150031	G8BIZ7
CAL0000150033	G8B7Q3
CAL0000150037	G8BIZ3
CAL0000150035	G8BFT7
CAL0000150039	G8BIT4
CAL0000150045	G8BK00
CAL0000150041	G8B942
CAL0000150043	G8BE16
CAL0000150047	G8BHN3
CAL0000150049	G8B521
CAL0000150051	G8BCF7
CAL0000150053	G8BDM6
CAL0000150055	G8BD70
CAL0000150057	G8B947
CAL0000150059	G8BAG0
CAL0000150061	G8BIK9
CAL0000150065	G8BIH4
CAL0000150067	G8BEC8
CAL0000150069	G8BDH2
CAL0000150071	G8BDL2
CAL0000150073	G8BIS8
CAL0000150075	G8B7X4
CAL0000150079	G8BKG1
CAL0000150077	G8BFS8
CAL0000150081	G8B802
CAL0000150083	G8B780
CAL0000150085	G8BKF1
CAL0000150089	G8B5R4
CAL0000150091	G8B9P4
CAL0000150093	G8B806
CAL0000150095	G8BAH7
CAL0000150097	G8BCD3
CAL0000150099	G8BFX3
CAL0000150101	G8BGX2
CAL0000150107	G8BJA2
CAL0000150105	G8BEV2
CAL0000150109	G8BF60
CAL0000150113	G8BAD0
CAL0000150115	G8BFH0
CAL0000150117	G8BKP8
CAL0000150119	G8B6B2
CAL0000150121	G8BHB2
CAL0000150129	G8BB73
CAL0000150127	G8BA92
CAL0000150123	G8B4X7
CAL0000150125	G8B7D5
CAL0000150131	G8BE39
CAL0000150133	G8BK71
CAL0000150135	G8B9A0
CAL0000150137	G8BGE9
CAL0000150139	G8BDW6
CAL0000150143	G8BG13
CAL0000150145	G8BEU6
CAL0000150149	G8BJD1
CAL0000150151	G8B9L8
CAL0000150153	G8BEG2
CAL0000150155	G8B7F4
CAL0000150159	G8BBT3
CAL0000150161	G8B7U5
CAL0000150163	G8BBL1
CAL0000150167	G8BKI0
CAL0000150165	G8B543
CAL0000150169	G8BAP2
CAL0000150173	G8BEH5
CAL0000150171	G8BFK4
CAL0000145128	Q7GEV0
CAL0000150175	G8BG29
CAL0000150177	G8BJ71
CAL0000150179	G8BCZ0
CAL0000150181	G8BCL4
CAL0000150183	G8B5T4
CAL0000150185	G8BBQ4
CAL0000150187	G8BBJ4
CAL0000150189	G8BEI0
CAL0000150191	G8BC22
CAL0000150193	G8BK60
CAL0000150195	G8B4Y5
CAL0000150201	G8BJ51
CAL0000150199	G8BCP5
CAL0000150197	G8BDJ5
CAL0000150205	G8BFD2
CAL0000150203	G8BCX8
CAL0000150207	G8B7D3
CAL0000150215	G8BCG3
CAL0000150209	G8BE42
CAL0000150211	G8B770
CAL0000150221	G8BL99
CAL0000150217	G8BED3
CAL0000150223	G8B6E6
CAL0000150219	G8B7L6
CAL0000150225	G8BBH0
CAL0000150227	G8BGN0
CAL0000150229	G8B9S9
CAL0000150231	G8B9E9
CAL0000150233	G8B8V6
CAL0000150237	G8BJ22
CAL0000150235	G8BCK3
CAL0000150241	G8BGT8
CAL0000150239	G8BCN7
CAL0000150245	G8BEJ9
CAL0000150243	G8BCN0
CAL0000150247	G8B9Z9
CAL0000150249	G8BDZ9
CAL0000150251	G8B925
CAL0000150253	G8BER0
CAL0000150257	G8BG16
CAL0000150259	G8BJH2
CAL0000150263	G8BKT8
CAL0000150261	G8BJX9
CAL0000150267	G8BAL9
CAL0000150265	G8BHL1
CAL0000150271	G8BKS5
CAL0000150269	G8B773
CAL0000150273	G8BBD2
CAL0000150275	G8BGP4
CAL0000150277	G8BJT2
CAL0000150279	G8BJ84
CAL0000150281	G8B5Y0
CAL0000150283	G8B972
CAL0000150285	G8BGR3
CAL0000150287	G8B5B8
CAL0000150289	G8BGV9
CAL0000150291	G8BDV2
CAL0000150293	G8B5W4
CAL0000150295	G8BBD8
CAL0000150297	G8BKR4
CAL0000150299	G8B9T0
CAL0000150301	G8BDE0
CAL0000150303	G8BFT4
CAL0000150307	G8BJE1
CAL0000150305	G8BGE8
CAL0000150311	G8BJF6
CAL0000150309	G8BFX5
CAL0000150313	G8B882
CAL0000150315	G8BGC5
CAL0000150319	G8BKB7
CAL0000150317	G8BFL0
CAL0000150321	G8B654
CAL0000150325	G8BC15
CAL0000150323	G8BL77
CAL0000150327	G8B5Y2
CAL0000150329	G8B7Z6
CAL0000150331	G8BF21
CAL0000150333	G8BG12
CAL0000150335	G8BBE0
CAL0000150337	G8B4Z2
CAL0000150339	G8BES1
CAL0000150341	G8BDE4
CAL0000150343	G8BE92
CAL0000150345	G8BFB8
CAL0000150347	G8B8R5
CAL0000150349	G8BFA2
CAL0000150351	G8B642
CAL0000150359	G8BC34
CAL0000150357	G8B7G3
CAL0000150361	G8BCR0
CAL0000150363	G8B937
CAL0000150365	G8BE14
CAL0000150369	G8BJH0
CAL0000150367	G8BFV1
CAL0000150371	G8B8Y4
CAL0000150373	G8B5V3
CAL0000150377	G8BHC4
CAL0000150379	G8BAP8
CAL0000150381	G8BEE1
CAL0000150383	G8BKH1
CAL0000150389	G8BBC8
CAL0000150387	G8BHI4
CAL0000150385	G8B5V4
CAL0000150391	G8BDQ7
CAL0000150397	G8BAY9
CAL0000150393	G8BK07
CAL0000150395	G8B846
CAL0000150399	G8BEL2
CAL0000150401	G8BK15
CAL0000150403	G8B6S5
CAL0000150405	G8BID7
CAL0000150407	G8BI36
CAL0000150409	G8B8E4
CAL0000150411	G8BEF5
CAL0000150413	G8BL57
CAL0000150417	G8BFQ6
CAL0000150419	G8BET6
CAL0000150423	G8B786
CAL0000150421	G8BFV9
CAL0000150425	G8BDI8
CAL0000150427	G8B6Z4
CAL0000150429	G8BEY6
CAL0000150431	G8BBF5
CAL0000150433	G8BHI3
CAL0000150435	G8B4T9
CAL0000150437	G8B6V3
CAL0000150439	G8BEI3
CAL0000150441	G8B9U0
CAL0000150449	G8BB34
CAL0000150445	G8BKA3
CAL0000150447	G8BL93
CAL0000150443	G8BHR6
CAL0000150451	G8B5T6
CAL0000150453	G8BEV9
CAL0000150455	G8BFM1
CAL0000150457	G8B896
CAL0000150459	G8BBQ3
CAL0000150461	G8BBF0
CAL0000150463	G8B4P8
CAL0000150465	G8BJP5
CAL0000150467	G8B5L2
CAL0000150471	G8BGC0
CAL0000150473	G8B9V1
CAL0000150475	G8BIP2
CAL0000150477	G8B7J1
CAL0000150481	G8B8J2
CAL0000150479	G8BHF8
CAL0000150483	G8BET0
CAL0000150485	G8B663
CAL0000150491	G8BC56
CAL0000150489	G8B5N5
CAL0000150493	G8BFX1
CAL0000150495	G8BHE2
CAL0000150497	G8BK98
CAL0000150499	G8BAB2
CAL0000150501	G8BD26
CAL0000150503	G8B4W5
CAL0000150505	G8B760
CAL0000150509	G8BJQ1
CAL0000150511	G8BCX5
CAL0000150513	G8BK20
CAL0000150515	G8BCR4
CAL0000150517	G8BJR9
CAL0000150519	G8B9Z0
CAL0000150521	G8BJ72
CAL0000150525	G8B8A8
CAL0000150527	G8BKH7
CAL0000150529	G8BE07
CAL0000150533	G8B5Q1
CAL0000150535	G8B6U5
CAL0000150537	G8B6E4
CAL0000150539	G8BIY4
CAL0000150541	G8BHT4
CAL0000150543	G8BEH0
CAL0000150551	G8B779
CAL0000150553	G8B7Y9
CAL0000150545	G8BGK7
CAL0000150555	G8BF29
CAL0000150559	G8BD03
CAL0000150557	G8BDB7
CAL0000150565	G8BD28
CAL0000150563	G8BDR6
CAL0000150567	G8BKE7
CAL0000150569	G8B8Q0
CAL0000150571	G8BF26
CAL0000150575	G8BK77
CAL0000150579	G8BDJ1
CAL0000150577	G8B9N9
CAL0000150581	G8BJ38
CAL0000150583	G8BES2
CAL0000150585	G8BA27
CAL0000150587	G8BFN4
CAL0000150589	G8B5I2
CAL0000150593	G8BI39
CAL0000150595	G8BG57
CAL0000150597	G8BH91
CAL0000150599	G8B9Y1
CAL0000150601	G8BKZ5
CAL0000150603	G8BGK9
CAL0000150605	G8B760
CAL0000150607	G8BL11
CAL0000150609	G8B5C5
CAL0000150611	G8BGN2
CAL0000150613	G8B8K9
CAL0000150615	G8B5Y4
CAL0000150619	G8BAM9
CAL0000150621	G8B8H4
CAL0000150617	G8BH09
CAL0000150623	G8BGV1
CAL0000150625	G8BHG3
CAL0000150627	G8B8L0
CAL0000150631	G8B6Q2
CAL0000150633	G8BJB1
CAL0000150635	G8BC10
CAL0000150637	G8BEK8
CAL0000150639	G8BEW3
CAL0000150641	G8BAL4
CAL0000150643	G8BHT6
CAL0000150645	G8BK14
CAL0000150647	G8BJ25
CAL0000150649	G8BL07
CAL0000150651	G8BI32
CAL0000150653	G8B804
CAL0000150655	G8BJK6
CAL0000150661	G8BBB9
CAL0000150657	G8B595
CAL0000150663	G8B8B0
CAL0000150665	G8B5U5
CAL0000150667	G8BB41
CAL0000150669	G8BF85
CAL0000150671	G8BA90
CAL0000150673	G8BJD9
CAL0000150677	G8BCU1
CAL0000150683	G8BBY6
CAL0000150679	G8BL19
CAL0000150681	G8BHH5
CAL0000150687	G8B4S6
CAL0000150689	G8BDK1
CAL0000150691	G8BCA6
CAL0000150693	G8BAT6
CAL0000150695	G8BIM3
CAL0000150697	G8BBJ1
CAL0000150699	G8BA63
CAL0000150703	G8B8L3
CAL0000150701	G8BGI3
CAL0000150705	G8BK09
CAL0000150707	G8BBR2
CAL0000150709	G8BFU2
CAL0000150713	G8B6C4
CAL0000150711	G8BHF3
CAL0000150715	G8B6D8
CAL0000150721	G8BBD0
CAL0000150719	G8BA14
CAL0000150723	G8BJ43
CAL0000150717	G8BHQ9
CAL0000150725	G8BKQ8
CAL0000150727	G8BKD0
CAL0000150729	G8BAS8
CAL0000150731	G8BIN8
CAL0000150733	G8BCI1
CAL0000150735	G8BIE5
CAL0000150737	G8BJL0
CAL0000150747	G8B8M5
CAL0000150749	G8BFX6
CAL0000150745	G8BHJ7
CAL0000150755	G8B8M3
CAL0000150753	G8BGK4
CAL0000150751	G8BE96
CAL0000150757	G8BBH8
CAL0000150759	G8B4Y8
CAL0000150761	G8BBU1
CAL0000150763	G8B566
CAL0000150765	G8BD24
CAL0000150767	G8B5C0
CAL0000150771	G8BE13
CAL0000150769	G8BEN4
CAL0000150773	G8BDX2
CAL0000150777	G8BFN3
CAL0000150779	G8BGE0
CAL0000150781	G8B8H3
CAL0000150787	G8B651
CAL0000150789	G8BIK7
CAL0000150791	G8B5S1
CAL0000150795	G8BDW1
CAL0000150793	G8BE75
CAL0000150797	G8BF10
CAL0000150799	G8B7G0
CAL0000150801	G8B7P2
CAL0000150807	G8BDE5
CAL0000150805	G8BF48
CAL0000150815	G8BBE4
CAL0000150817	G8B898
CAL0000150819	G8B765
CAL0000150821	G8B7Q8
CAL0000150823	G8B8B3
CAL0000150825	G8BFW7
CAL0000150827	G8BHL5
CAL0000150829	G8BAZ0
CAL0000150831	G8B975
CAL0000150833	G8B5M6
CAL0000150835	G8BDP0
CAL0000150837	G8BHW6
CAL0000150841	G8BBG1
CAL0000150839	G8B986
CAL0000150843	G8B4Y7
CAL0000150845	G8B4W7
CAL0000150847	G8B7H3
CAL0000150849	G8BCJ4
CAL0000150851	G8BJA6
CAL0000150853	G8B669
CAL0000150855	G8B9S3
CAL0000150859	G8BAE3
CAL0000150857	G8BBT4
CAL0000150861	G8BHN5
CAL0000150867	G8BAV5
CAL0000150863	G8B5G4
CAL0000150869	G8BFW1
CAL0000150865	G8BEA5
CAL0000150873	G8BDB5
CAL0000150871	G8B8R4
CAL0000150875	G8B9A4
CAL0000150877	G8BIR6
CAL0000145020	Q7GET9
CAL0000150879	G8BFC2
CAL0000150881	G8BAT3
CAL0000150883	G8B7U0
CAL0000150885	G8B9M6
CAL0000150887	G8B6M7
CAL0000150889	G8BE47
CAL0000150891	G8BD54
CAL0000150893	G8BGF1
CAL0000150895	G8BGR6
CAL0000150897	G8B5L9
CAL0000150899	G8BKI9
CAL0000150905	G8B774
CAL0000150903	G8B9U4
CAL0000150907	G8BDQ3
CAL0000150913	G8BBQ0
CAL0000150915	G8B655
CAL0000150917	G8BF76
CAL0000150919	G8B9I5
CAL0000150921	G8BIL5
CAL0000150925	G8BF31
CAL0000150923	G8BD68
CAL0000150927	G8B9W9
CAL0000150931	G8BCH6
CAL0000150929	G8BBK2
CAL0000150933	G8B9L4
CAL0000150935	G8BGY3
CAL0000150937	G8BFE3
CAL0000150941	G8B8F4
CAL0000150939	G8BCR3
CAL0000150943	G8BCA0
CAL0000150945	G8B7A3
CAL0000150947	G8B945
CAL0000150949	G8BJ61
CAL0000150951	G8BF94
CAL0000150955	G8B8I3
CAL0000150953	G8BDF7
CAL0000150957	G8B965
CAL0000150959	G8B506
CAL0000150965	G8B7Y2
CAL0000150963	G8B8Z9
CAL0000150961	G8B9G2
CAL0000150967	G8BET9
CAL0000150969	G8BCS1
CAL0000150971	G8BB96
CAL0000150973	G8BID6
CAL0000150975	G8BH53
CAL0000150977	G8BCM2
CAL0000150979	G8B7J0
CAL0000150981	G8B6A1
CAL0000150983	G8B7X9
CAL0000150985	G8BB79
CAL0000150987	G8BAN4
CAL0000150989	G8BAF9
CAL0000150991	G8BJK8
CAL0000150993	G8BB56
CAL0000150995	G8BJL8
CAL0000150997	G8B7F5
CAL0000150999	G8B8K5
CAL0000151001	G8BA75
CAL0000151003	G8BAM1
CAL0000151005	G8BL41
CAL0000151007	G8BHF0
CAL0000151009	G8BFC3
CAL0000151011	G8BI50
CAL0000151013	G8BKB8
CAL0000151015	G8B807
CAL0000151017	G8BDQ4
CAL0000151023	G8BG45
CAL0000151025	G8BFL6
CAL0000151027	G8BB19
CAL0000151033	G8BHX2
CAL0000151031	G8BHL7
CAL0000151035	G8BIM2
CAL0000151037	G8BCR8
CAL0000151043	G8B687
CAL0000151039	G8BES7
CAL0000151041	G8BHQ7
CAL0000151045	G8B728
CAL0000151047	G8BJX1
CAL0000151051	G8BGJ9
CAL0000151049	G8BDM4
CAL0000151057	G8BAP3
CAL0000151053	G8B4W2
CAL0000151055	G8BGG9
CAL0000151059	G8BHY9
CAL0000151061	G8BAG7
CAL0000144998	Q7GEV1
CAL0000151063	G8B576
CAL0000151065	G8B7U7
