http://www.candidagenome.org/download/External_id_mappings/gp2protein.cgd.gz
CGD:CAL0000193101	UniProtKB:Q5A0W9
CGD:CAL0130042	UniProtKB:Q6FRD4
CGD:CAL0136301	UniProtKB:Q6FK08
CGD:CAL0136305	UniProtKB:Q6FJ32
CGD:CAL0136307	UniProtKB:Q6FJT1
CGD:CAL0129375	UniProtKB:Q6FSU9
CGD:CAL0130072	UniProtKB:Q6FRQ2
CGD:CAL0136309	UniProtKB:Q6FIN6
CGD:CAL0136317	UniProtKB:Q6FJ24
CGD:CAL0133857	UniProtKB:Q6FMJ0
CGD:CAL0129396	UniProtKB:Q6FUK4
CGD:CAL0127290	UniProtKB:Q6FWS6
CGD:CAL0133861	UniProtKB:Q6FM68
CGD:CAL0136319	UniProtKB:Q6FJE0
CGD:CAL0136325	UniProtKB:Q6FK22
CGD:CAL0133865	UniProtKB:Q6FM52
CGD:CAL0133867	UniProtKB:Q6FNB2
CGD:CAL0130205	UniProtKB:Q6FQA9
CGD:CAL0135084	UniProtKB:Q6FL27
CGD:CAL0133885	UniProtKB:Q6FMS8
CGD:CAL0128033	UniProtKB:Q6FVW8
CGD:CAL0128674	UniProtKB:Q6FVL0
CGD:CAL0135100	UniProtKB:Q6FKE1
CGD:CAL0129434	UniProtKB:Q6FU79
CGD:CAL0132760	UniProtKB:B4UN31
CGD:CAL0133893	UniProtKB:Q6FMS5
CGD:CAL0129670	UniProtKB:Q6FSS3
CGD:CAL0126683	UniProtKB:Q6FY08
CGD:CAL0130262	UniProtKB:Q6FRY8
CGD:CAL0132766	UniProtKB:Q6FP77
CGD:CAL0136387	UniProtKB:Q6FJ37
CGD:CAL0130295	UniProtKB:Q6FRU3
CGD:CAL0129671	UniProtKB:Q6FUB8
CGD:CAL0133919	UniProtKB:Q6FLW1
CGD:CAL0136393	UniProtKB:B4UN65
CGD:CAL0133923	UniProtKB:Q6FLY0
CGD:CAL0126725	UniProtKB:Q6FXY5
CGD:CAL0130458	UniProtKB:Q6FPZ1
CGD:CAL0129948	UniProtKB:Q6FSX5
CGD:CAL0127690	UniProtKB:Q6FXK3
CGD:CAL0133935	UniProtKB:Q6FN09
CGD:CAL0132788	UniProtKB:Q6FP29
CGD:CAL0132058	UniProtKB:Q6FQF6
CGD:CAL0136405	UniProtKB:Q6FIT4
CGD:CAL0128712	UniProtKB:Q6FV32
CGD:CAL0136407	UniProtKB:B4UN64
CGD:CAL0127436	UniProtKB:Q6FWQ0
CGD:CAL0128714	UniProtKB:Q6FUX6
CGD:CAL0132806	UniProtKB:Q6FNN6
CGD:CAL0126783	UniProtKB:Q6FY45
CGD:CAL0129949	UniProtKB:Q6FUW2
CGD:CAL0128728	UniProtKB:Q6FUW7
CGD:CAL0136427	UniProtKB:Q6FJL5
CGD:CAL0136433	UniProtKB:Q6FJA7
CGD:CAL0130848	UniProtKB:Q6FU34
CGD:CAL0128744	UniProtKB:Q6FVF1
CGD:CAL0135178	UniProtKB:Q6FKY6
CGD:CAL0132816	UniProtKB:Q6FP86
CGD:CAL0130183	UniProtKB:Q6FTC8
CGD:CAL0133979	UniProtKB:Q6FMV3
CGD:CAL0130195	UniProtKB:Q6FTB0
CGD:CAL0130858	UniProtKB:A0A0W0CT21
CGD:CAL0133981	UniProtKB:Q6FMJ6
CGD:CAL0130860	UniProtKB:Q6FU37
CGD:CAL0136449	UniProtKB:Q6FJ27
CGD:CAL0135194	UniProtKB:Q6FKX4
CGD:CAL0132134	UniProtKB:Q6FQ29
CGD:CAL0136459	UniProtKB:Q6FJ42
CGD:CAL0128768	UniProtKB:Q6FVE3
CGD:CAL0132848	UniProtKB:B4UN24
CGD:CAL0131462	UniProtKB:Q6FRX3
CGD:CAL0127830	UniProtKB:Q6FXN0
CGD:CAL0135222	UniProtKB:Q6FKY7
CGD:CAL0134009	UniProtKB:Q6FMG4
CGD:CAL0131476	UniProtKB:Q6FRY4
CGD:CAL0132176	UniProtKB:Q6FQB4
CGD:CAL0130396	UniProtKB:Q6FT95
CGD:CAL0127550	UniProtKB:Q6FWZ7
CGD:CAL0132186	UniProtKB:Q6FR13
CGD:CAL0134027	UniProtKB:Q6FNF2
CGD:CAL0130908	UniProtKB:Q6FTU0
CGD:CAL0134031	UniProtKB:Q6FN98
CGD:CAL0127864	UniProtKB:Q6FXG5
CGD:CAL0136517	UniProtKB:Q6FJT7
CGD:CAL0127580	UniProtKB:Q6FWM6
CGD:CAL0136523	UniProtKB:Q6FJR4
CGD:CAL0135258	UniProtKB:Q6FLM9
CGD:CAL0128209	UniProtKB:Q6FWE0
CGD:CAL0130948	UniProtKB:Q6FU16
CGD:CAL0127882	UniProtKB:Q6FXF3
CGD:CAL0130548	UniProtKB:Q6FSZ5
CGD:CAL0135260	UniProtKB:Q6FKA2
CGD:CAL0136539	UniProtKB:Q6FIR9
CGD:CAL0128221	UniProtKB:Q6FW16
CGD:CAL0127908	UniProtKB:Q6FXA3
CGD:CAL0134073	UniProtKB:Q6FMT3
CGD:CAL0132896	UniProtKB:Q6FPC8
CGD:CAL0132898	UniProtKB:Q6FP48
CGD:CAL0136561	UniProtKB:Q6FJF1
CGD:CAL0130636	UniProtKB:Q6FTQ3
CGD:CAL0128233	UniProtKB:Q6FW48
CGD:CAL0127652	UniProtKB:Q6FX48
CGD:CAL0132274	UniProtKB:Q6FQ60
CGD:CAL0126970	UniProtKB:B4UMX5
CGD:CAL0130661	UniProtKB:Q6FT41
CGD:CAL0136581	UniProtKB:Q6FIX4
CGD:CAL0131002	UniProtKB:Q6FTV7
CGD:CAL0128249	UniProtKB:Q6FWC5
CGD:CAL0130673	UniProtKB:Q6FSL0
CGD:CAL0132288	UniProtKB:Q6FQ99
CGD:CAL0135298	UniProtKB:Q6FKT2
CGD:CAL0130685	UniProtKB:Q6FT43
CGD:CAL0128872	UniProtKB:W0TYL5
CGD:CAL0131016	UniProtKB:Q6FUN9
CGD:CAL0126545	UniProtKB:Q6FY06
CGD:CAL0136597	UniProtKB:Q6FIP0
CGD:CAL0126553	UniProtKB:Q6FY62
CGD:CAL0135308	UniProtKB:Q6FLT6
CGD:CAL0131026	UniProtKB:Q6FTW1
CGD:CAL0131614	UniProtKB:Q6FRH0
CGD:CAL0128257	UniProtKB:Q6FVX2
CGD:CAL0135316	UniProtKB:Q6FLM7
CGD:CAL0131626	UniProtKB:Q6FSC4
CGD:CAL0130697	UniProtKB:Q6FSJ5
CGD:CAL0128265	UniProtKB:B4UMY8
CGD:CAL0132924	UniProtKB:Q6FP39
CGD:CAL0134115	UniProtKB:Q6FMH1
CGD:CAL0131654	UniProtKB:Q6FS53
CGD:CAL0132932	UniProtKB:Q6FPA2
CGD:CAL0131064	UniProtKB:Q6FUV1
CGD:CAL0132338	UniProtKB:Q6FPZ3
CGD:CAL0132938	UniProtKB:Q6FPP8
CGD:CAL0131664	UniProtKB:Q6FSA4
CGD:CAL0136627	UniProtKB:Q6FJ44
CGD:CAL0131078	UniProtKB:Q6FUJ2
CGD:CAL0127058	UniProtKB:Q6FXI0
CGD:CAL0132946	UniProtKB:Q6FNX9
CGD:CAL0130749	UniProtKB:Q6FTH7
CGD:CAL0132954	UniProtKB:Q6FNV7
CGD:CAL0132962	UniProtKB:Q6FNZ1
CGD:CAL0131692	UniProtKB:Q6FRK0
CGD:CAL0131702	UniProtKB:Q6FS26
CGD:CAL0131100	UniProtKB:Q6FU89
CGD:CAL0136667	UniProtKB:Q6FIV6
CGD:CAL0134143	UniProtKB:Q6FNB5
CGD:CAL0130789	UniProtKB:Q6FSW8
CGD:CAL0131122	UniProtKB:Q6FUM7
CGD:CAL0128940	UniProtKB:Q6FV62
CGD:CAL0131756	UniProtKB:Q6FRA6
CGD:CAL0134171	UniProtKB:Q6FM61
CGD:CAL0133000	UniProtKB:Q6FPD1
CGD:CAL0131766	UniProtKB:Q6FSI7
CGD:CAL0134175	UniProtKB:Q6FM35
CGD:CAL0128343	UniProtKB:Q6FVU7
CGD:CAL0128349	UniProtKB:B4UMZ1
CGD:CAL0135390	UniProtKB:Q6FL66
CGD:CAL0136713	UniProtKB:Q6FK25
CGD:CAL0128357	UniProtKB:Q6FW04
CGD:CAL0134181	UniProtKB:Q6FNE4
CGD:CAL0126667	UniProtKB:Q6FY78
CGD:CAL0132444	UniProtKB:Q6FR55
CGD:CAL0131168	UniProtKB:Q6FU04
CGD:CAL0128964	UniProtKB:Q6FVM5
CGD:CAL0136715	UniProtKB:Q6FJR7
CGD:CAL0126675	UniProtKB:Q6FY09
CGD:CAL0127670	UniProtKB:Q6FXF0
CGD:CAL0128974	UniProtKB:Q6FVD0
CGD:CAL0127672	UniProtKB:Q6FXH4
CGD:CAL0131816	UniProtKB:Q6FRJ3
CGD:CAL0135412	UniProtKB:Q6FL29
CGD:CAL0136731	UniProtKB:Q6FIL2
CGD:CAL0126709	UniProtKB:Q6FYA8
CGD:CAL0128982	UniProtKB:Q6FVP0
CGD:CAL0132484	UniProtKB:Q6FQG0
CGD:CAL0131196	UniProtKB:Q6FTT3
CGD:CAL0132500	UniProtKB:Q6FQN9
CGD:CAL0136735	UniProtKB:Q6FIY3
CGD:CAL0134207	UniProtKB:Q6FMX4
CGD:CAL0131834	UniProtKB:Q6FR87
CGD:CAL0135420	UniProtKB:Q6FKF9
CGD:CAL0128409	UniProtKB:Q6FW31
CGD:CAL0136739	UniProtKB:Q6FJC0
CGD:CAL0131214	UniProtKB:Q6FUB0
CGD:CAL0128411	UniProtKB:Q6FMI3
CGD:CAL0131224	UniProtKB:Q6FTW7
CGD:CAL0127700	UniProtKB:Q6FXQ0
CGD:CAL0135436	UniProtKB:Q6FKF0
CGD:CAL0137555	UniProtKB:Q6FTN9
CGD:CAL0133072	UniProtKB:Q6FP62
CGD:CAL0131232	UniProtKB:Q6FUG3
CGD:CAL0136763	UniProtKB:Q6FJF8
CGD:CAL0136765	UniProtKB:Q6FIZ2
CGD:CAL0129016	UniProtKB:Q6FV79
CGD:CAL0136767	UniProtKB:Q6FK70
CGD:CAL0137581	UniProtKB:Q6FSQ3
CGD:CAL0131884	UniProtKB:Q6FS04
CGD:CAL0132560	UniProtKB:Q6FQS8
CGD:CAL0128433	UniProtKB:Q6FVX4
CGD:CAL0135458	UniProtKB:Q6FLV1
CGD:CAL0137583	UniProtKB:Q6FTP3
CGD:CAL0137587	UniProtKB:Q6FST8
CGD:CAL0127744	UniProtKB:Q6FXA7
CGD:CAL0131252	UniProtKB:Q6FUV7
CGD:CAL0133104	UniProtKB:Q6FPU6
CGD:CAL0136787	UniProtKB:Q6FJY0
CGD:CAL0137607	UniProtKB:Q6FSK4
CGD:CAL0129046	UniProtKB:Q6FVK3
CGD:CAL0131278	UniProtKB:Q6FTS7
CGD:CAL0132606	UniProtKB:Q6FR67
CGD:CAL0136803	UniProtKB:Q6FJL3
CGD:CAL0134273	UniProtKB:Q6FN90
CGD:CAL0134271	UniProtKB:Q6FMA4
CGD:CAL0131922	UniProtKB:Q6FSE2
CGD:CAL0134277	UniProtKB:Q6FM38
CGD:CAL0126841	UniProtKB:Q6FY59
CGD:CAL0137649	UniProtKB:Q6FSN4
CGD:CAL0131930	UniProtKB:Q6FRD6
CGD:CAL0131308	UniProtKB:Q6FU06
CGD:CAL0128475	UniProtKB:Q6FVU3
CGD:CAL0129080	UniProtKB:Q6FV31
CGD:CAL0132634	UniProtKB:Q6FQ61
CGD:CAL0133146	UniProtKB:Q6FNI3
CGD:CAL0137673	UniProtKB:Q6FT56
CGD:CAL0127538	UniProtKB:Q6FWZ6
CGD:CAL0137691	UniProtKB:Q6FST9
CGD:CAL0131328	UniProtKB:Q6FU95
CGD:CAL0132654	UniProtKB:Q6FQX0
CGD:CAL0127548	UniProtKB:Q6FWK2
CGD:CAL0128487	UniProtKB:Q6FW57
CGD:CAL0137707	UniProtKB:Q6FTC0
CGD:CAL0135524	UniProtKB:Q6FKK8
CGD:CAL0134309	UniProtKB:Q6FMT7
CGD:CAL0127576	UniProtKB:Q6FX43
CGD:CAL0135540	UniProtKB:Q6FL00
CGD:CAL0137727	UniProtKB:Q6FTD7
CGD:CAL0134321	UniProtKB:Q6FMF6
CGD:CAL0136861	UniProtKB:Q6FIX9
CGD:CAL0136867	UniProtKB:Q6FIQ9
CGD:CAL0135550	UniProtKB:F2Z5X1
CGD:CAL0131388	UniProtKB:Q6FUG2
CGD:CAL0128531	UniProtKB:Q6FW49
CGD:CAL0133174	UniProtKB:Q6FPD5
CGD:CAL0134333	UniProtKB:B4UN37
CGD:CAL0127896	UniProtKB:Q6FXB9
CGD:CAL0134337	UniProtKB:Q6FN33
CGD:CAL0134347	UniProtKB:Q6FMA6
CGD:CAL0135572	UniProtKB:Q6FLM0
CGD:CAL0135570	UniProtKB:Q6FLL3
CGD:CAL0131424	UniProtKB:Q6FUV8
CGD:CAL0132756	UniProtKB:Q6FQQ7
CGD:CAL0129426	UniProtKB:Q6FQ72
CGD:CAL0126529	UniProtKB:Q6FY46
CGD:CAL0127939	UniProtKB:Q6FWA4
CGD:CAL0127937	UniProtKB:Q6FVT8
CGD:CAL0133198	UniProtKB:Q6FPA5
CGD:CAL0135582	UniProtKB:Q6FKJ7
CGD:CAL0136901	UniProtKB:Q6FK05
CGD:CAL0133208	UniProtKB:F2Z5X7
CGD:CAL0129193	UniProtKB:Q6FUH5
CGD:CAL0129668	UniProtKB:Q6FQN7
CGD:CAL0135594	UniProtKB:Q6FLS6
CGD:CAL0129678	UniProtKB:Q6FR99
CGD:CAL0129230	UniProtKB:Q6FUL9
CGD:CAL0136923	UniProtKB:Q6FJS8
CGD:CAL0133234	UniProtKB:Q6FPH3
CGD:CAL0135608	UniProtKB:Q6FK99
CGD:CAL0129258	UniProtKB:Q6FU87
CGD:CAL0129823	UniProtKB:Q6FQF8
CGD:CAL0134407	UniProtKB:Q6FN95
CGD:CAL0134411	UniProtKB:Q6FMU5
CGD:CAL0129281	UniProtKB:Q6FSQ2
CGD:CAL0133250	UniProtKB:Q6FP82
CGD:CAL0129285	UniProtKB:Q6FTM4
CGD:CAL0127222	UniProtKB:Q6FWP8
CGD:CAL0135638	UniProtKB:Q6FKW5
CGD:CAL0136959	UniProtKB:Q6FIZ0
CGD:CAL0128632	UniProtKB:Q6FVF7
CGD:CAL0130077	UniProtKB:Q6FQH4
CGD:CAL0129361	UniProtKB:Q6FSR1
CGD:CAL0126633	UniProtKB:Q6FXS5
CGD:CAL0130048	UniProtKB:Q6FRI1
CGD:CAL0127276	UniProtKB:Q6FWQ6
CGD:CAL0129395	UniProtKB:Q6FSS7
CGD:CAL0130114	UniProtKB:Q6FRR6
CGD:CAL0129423	UniProtKB:Q6FSV3
CGD:CAL0135670	UniProtKB:Q6FLQ8
CGD:CAL0136997	UniProtKB:Q6FJ90
CGD:CAL0128672	UniProtKB:Q6FVG6
CGD:CAL0130176	UniProtKB:Q6FSB7
CGD:CAL0130274	UniProtKB:Q6FQ84
CGD:CAL0137005	UniProtKB:Q6FJF0
CGD:CAL0129517	UniProtKB:Q6FUH1
CGD:CAL0129548	UniProtKB:Q6FTT2
CGD:CAL0128047	UniProtKB:Q6FWF2
CGD:CAL0134485	UniProtKB:Q6FM67
CGD:CAL0129650	UniProtKB:Q6FTP8
CGD:CAL0130310	UniProtKB:Q6FQT5
CGD:CAL0128059	UniProtKB:Q6FW32
CGD:CAL0129720	UniProtKB:Q6FSY7
CGD:CAL0133304	UniProtKB:Q6FP94
CGD:CAL0137023	UniProtKB:Q6FJL7
CGD:CAL0137021	UniProtKB:Q6FJW7
CGD:CAL0129740	UniProtKB:Q6FTN4
CGD:CAL0129631	UniProtKB:Q6FUR9
CGD:CAL0134495	UniProtKB:Q6FLZ7
CGD:CAL0130301	UniProtKB:Q6FSD9
CGD:CAL0129651	UniProtKB:Q6FUD6
CGD:CAL0130361	UniProtKB:Q6FRP7
CGD:CAL0127384	UniProtKB:Q6FX21
CGD:CAL0135730	UniProtKB:Q6FKR1
CGD:CAL0128087	UniProtKB:Q6FW85
CGD:CAL0133324	UniProtKB:Q6FPW5
CGD:CAL0127414	UniProtKB:Q6FWK3
CGD:CAL0135734	UniProtKB:Q6FL50
CGD:CAL0126753	UniProtKB:Q6FY64
CGD:CAL0134535	UniProtKB:Q6FMR1
CGD:CAL0128097	UniProtKB:Q6FWE2
CGD:CAL0129864	UniProtKB:Q6FUQ9
CGD:CAL0128101	UniProtKB:Q6FW30
CGD:CAL0133334	UniProtKB:Q6FNJ8
CGD:CAL0132074	UniProtKB:Q6FQI8
CGD:CAL0132084	UniProtKB:Q6FQA7
CGD:CAL0128720	UniProtKB:Q6FUZ4
CGD:CAL0137079	UniProtKB:Q6FJ59
CGD:CAL0127450	UniProtKB:Q6FWW7
CGD:CAL0126779	UniProtKB:Q6FY93
CGD:CAL0135748	UniProtKB:Q6FLI9
CGD:CAL0132100	UniProtKB:Q6FQF9
CGD:CAL0127728	UniProtKB:Q6FXP3
CGD:CAL0137091	UniProtKB:Q6FK90
CGD:CAL0135752	UniProtKB:Q6FKM2
CGD:CAL0130543	UniProtKB:Q6FRN9
CGD:CAL0129998	UniProtKB:Q6FUR4
CGD:CAL0126803	UniProtKB:Q6FY27
CGD:CAL0135760	UniProtKB:Q6FLU1
CGD:CAL0127478	UniProtKB:Q6FWP9
CGD:CAL0133354	UniProtKB:Q6FPR1
CGD:CAL0130850	UniProtKB:Q6FU31
CGD:CAL0127756	UniProtKB:Q6FXM3
CGD:CAL0130165	UniProtKB:Q6FT01
CGD:CAL0137115	UniProtKB:Q6FJK3
CGD:CAL0127764	UniProtKB:Q6FXP2
CGD:CAL0128764	UniProtKB:Q6FVB3
CGD:CAL0130868	UniProtKB:Q6FUM6
CGD:CAL0128157	UniProtKB:Q6FVR7
CGD:CAL0130233	UniProtKB:Q6FT13
CGD:CAL0133382	UniProtKB:Q6FPA9
CGD:CAL0130257	UniProtKB:Q6FTQ1
CGD:CAL0133398	UniProtKB:Q6FPW0
CGD:CAL0133404	UniProtKB:Q6FP55
CGD:CAL0131464	UniProtKB:Q6FS64
CGD:CAL0137129	UniProtKB:Q6FIV2
CGD:CAL0135820	UniProtKB:Q6FLH1
CGD:CAL0135824	UniProtKB:A0A0W0D969
CGD:CAL0130354	UniProtKB:Q6FTA6
CGD:CAL0132172	UniProtKB:Q6FQS0
CGD:CAL0133416	UniProtKB:Q6FPB7
CGD:CAL0130896	UniProtKB:Q6FUQ1
CGD:CAL0132188	UniProtKB:Q6FQL1
CGD:CAL0137143	UniProtKB:Q6FJG7
CGD:CAL0133424	UniProtKB:Q6FNZ0
CGD:CAL0137151	UniProtKB:Q6FK60
CGD:CAL0132206	UniProtKB:Q6FQU4
CGD:CAL0133426	UniProtKB:Q6FPK2
CGD:CAL0133428	UniProtKB:Q6FPX2
CGD:CAL0130446	UniProtKB:Q6FSV5
CGD:CAL0127578	UniProtKB:Q6FWJ8
CGD:CAL0135848	UniProtKB:Q6FKU3
CGD:CAL0128199	UniProtKB:Q6FVW4
CGD:CAL0130532	UniProtKB:Q6FT86
CGD:CAL0132224	UniProtKB:Q6FQU9
CGD:CAL0134603	UniProtKB:Q6FN02
CGD:CAL0127616	UniProtKB:Q6FWL2
CGD:CAL0128832	UniProtKB:Q6FVC3
CGD:CAL0137177	UniProtKB:Q6FK37
CGD:CAL0135876	UniProtKB:Q6FKC1
CGD:CAL0130580	UniProtKB:Q6FTQ5
CGD:CAL0130976	UniProtKB:Q6FU35
CGD:CAL0132248	UniProtKB:Q6FQY9
CGD:CAL0134617	UniProtKB:Q6FMD1
CGD:CAL0137179	UniProtKB:Q6FIR4
CGD:CAL0132250	UniProtKB:Q6FQ56
CGD:CAL0132258	UniProtKB:Q6FQV7
CGD:CAL0133456	UniProtKB:Q6FPC6
CGD:CAL0135896	UniProtKB:Q6FL85
CGD:CAL0127646	UniProtKB:Q6FWI5
CGD:CAL0126959	UniProtKB:Q6FY95
CGD:CAL0127656	UniProtKB:Q6FWZ0
CGD:CAL0134645	UniProtKB:Q6FMZ5
CGD:CAL0134647	UniProtKB:Q6FLZ8
CGD:CAL0130675	UniProtKB:Q6FTA1
CGD:CAL0135908	UniProtKB:Q6FL05
CGD:CAL0134651	UniProtKB:Q6FN42
CGD:CAL0127188	UniProtKB:Q6FWY1
CGD:CAL0134661	UniProtKB:Q6FM66
CGD:CAL0137213	UniProtKB:Q6FJH8
CGD:CAL0133476	UniProtKB:Q6FNW2
CGD:CAL0126555	UniProtKB:Q6FXT5
CGD:CAL0134665	UniProtKB:Q6FMI9
CGD:CAL0137215	UniProtKB:Q6FIK4
CGD:CAL0137221	UniProtKB:Q6FJ49
CGD:CAL0135922	UniProtKB:Q6FLJ3
CGD:CAL0132316	UniProtKB:Q6FQD4
CGD:CAL0127208	UniProtKB:Q6FX41
CGD:CAL0133486	UniProtKB:Q6FNU8
CGD:CAL0130713	UniProtKB:Q6FT31
CGD:CAL0137245	UniProtKB:Q6FK79
CGD:CAL0128900	UniProtKB:Q6FVN4
CGD:CAL0135938	UniProtKB:Q6FKX2
CGD:CAL0132344	UniProtKB:Q6FQ86
CGD:CAL0127054	UniProtKB:Q6FX68
CGD:CAL0131094	UniProtKB:Q6FU77
CGD:CAL0135970	UniProtKB:Q6FKY4
CGD:CAL0137275	UniProtKB:Q6FJR3
CGD:CAL0133528	UniProtKB:Q6FPP9
CGD:CAL0127274	UniProtKB:Q6FWN1
CGD:CAL0133532	UniProtKB:Q6FPN6
CGD:CAL0135976	UniProtKB:Q6FKR4
CGD:CAL0131114	UniProtKB:Q6FTX1
CGD:CAL0135986	UniProtKB:Q6FKS0
CGD:CAL0137293	UniProtKB:Q6FK72
CGD:CAL0135992	UniProtKB:Q76KC1
CGD:CAL0127306	UniProtKB:Q6FX53
CGD:CAL0137303	UniProtKB:Q6FIM8
CGD:CAL0133548	UniProtKB:Q6FNI7
CGD:CAL0136020	UniProtKB:Q6FKF4
CGD:CAL0137321	UniProtKB:Q6FIT6
CGD:CAL0130823	UniProtKB:Q6FTR4
CGD:CAL0133572	UniProtKB:Q6FNL1
CGD:CAL0137337	UniProtKB:Q6FJ71
CGD:CAL0131174	UniProtKB:Q6FUU7
CGD:CAL0126685	UniProtKB:Q6FXX4
CGD:CAL0136042	UniProtKB:Q6FKS2
CGD:CAL0126693	UniProtKB:B4UMX0
CGD:CAL0131180	UniProtKB:Q6FU21
CGD:CAL0131822	UniProtKB:Q6FRU2
CGD:CAL0131188	UniProtKB:Q6FTT5
CGD:CAL0134783	UniProtKB:Q6FNB8
CGD:CAL0131202	UniProtKB:Q6FUK2
CGD:CAL0131836	UniProtKB:Q6FSH9
CGD:CAL0134791	UniProtKB:Q6FMS4
CGD:CAL0137361	UniProtKB:Q6FJL0
CGD:CAL0131842	UniProtKB:Q6FRF1
CGD:CAL0136068	UniProtKB:Q6FKI3
CGD:CAL0136074	UniProtKB:Q6FKA6
CGD:CAL0134827	UniProtKB:Q6FMF4
CGD:CAL0137405	UniProtKB:Q6FIV8
CGD:CAL0133650	UniProtKB:Q6FPT8
CGD:CAL0127742	UniProtKB:Q6FXE2
CGD:CAL0133652	UniProtKB:Q6FP83
CGD:CAL0137589	UniProtKB:Q6FTJ4
CGD:CAL0131246	UniProtKB:Q6FTZ8
CGD:CAL0126805	UniProtKB:Q6FXZ3
CGD:CAL0128435	UniProtKB:Q6FW78
CGD:CAL0136110	UniProtKB:Q6FKB8
CGD:CAL0137419	UniProtKB:Q6FJM2
CGD:CAL0131264	UniProtKB:Q6FTU3
CGD:CAL0128451	UniProtKB:Q6FVV3
CGD:CAL0136116	UniProtKB:Q6FL75
CGD:CAL0129054	UniProtKB:Q6FVH7
CGD:CAL0136120	UniProtKB:Q6FL03
CGD:CAL0137637	UniProtKB:Q6FTK1
CGD:CAL0134847	UniProtKB:Q6FM99
CGD:CAL0133666	UniProtKB:Q6FP34
CGD:CAL0133668	UniProtKB:Q6FP97
CGD:CAL0127814	UniProtKB:Q6FXC3
CGD:CAL0131322	UniProtKB:Q6FUT9
CGD:CAL0131334	UniProtKB:Q6FUT1
CGD:CAL0127848	UniProtKB:Q6FX98
CGD:CAL0133694	UniProtKB:Q6FPU9
CGD:CAL0134893	UniProtKB:Q6FMW0
CGD:CAL0127554	UniProtKB:Q6FWH7
CGD:CAL0137713	UniProtKB:Q6FSL3
CGD:CAL0129104	UniProtKB:Q6FVK0
CGD:CAL0133712	UniProtKB:Q6FNM6
CGD:CAL0127868	UniProtKB:Q6FX90
CGD:CAL0132690	UniProtKB:Q6FQL5
CGD:CAL0131994	UniProtKB:Q6FS32
CGD:CAL0129118	UniProtKB:Q6FV41
CGD:CAL0128523	UniProtKB:Q6FVV8
CGD:CAL0134935	UniProtKB:Q6FNC4
CGD:CAL0136178	UniProtKB:Q6FKS6
CGD:CAL0132016	UniProtKB:Q6FSB9
CGD:CAL0132714	UniProtKB:Q6FQY1
CGD:CAL0133732	UniProtKB:Q6FNZ8
CGD:CAL0137751	UniProtKB:Q6FTC5
CGD:CAL0127906	UniProtKB:Q6FXN4
CGD:CAL0137487	UniProtKB:Q6FIM6
CGD:CAL0132032	UniProtKB:Q6FRT0
CGD:CAL0133744	UniProtKB:Q6FNQ6
CGD:CAL0131412	UniProtKB:Q6FUB9
CGD:CAL0133752	UniProtKB:Q6FPR6
CGD:CAL0131416	UniProtKB:Q6FUM0
CGD:CAL0132750	UniProtKB:Q6FQL4
CGD:CAL0000145092	UniProtKB:P17345
CGD:CAL0000145005	UniProtKB:P48919
CGD:CAL0000151989	UniProtKB:Q2HZ33
CGD:CAL0000144967	UniProtKB:P48923
CGD:CAL0000145117	UniProtKB:P48909
CGD:CAL0000145121	UniProtKB:P48929
CGD:CAL0000144971	UniProtKB:Q34214
CGD:CAL0000154221	UniProtKB:Q76L37
CGD:CAL0000145068	UniProtKB:Q7GEV4
CGD:CAL0000156263	UniProtKB:Q76L36
CGD:CAL0000150901	UniProtKB:O42821
CGD:CAL0000156327	UniProtKB:G8B839
CGD:CAL0000150375	UniProtKB:Q12595
CGD:CAL0000152877	UniProtKB:G8BAW7
CGD:CAL0000144121	UniProtKB:G8BJ56
CGD:CAL0000144119	UniProtKB:G8BEB6
CGD:CAL0000144123	UniProtKB:G8B9C4
CGD:CAL0000144125	UniProtKB:G8BDI4
CGD:CAL0000144127	UniProtKB:G8BIQ8
CGD:CAL0000144129	UniProtKB:G8BDB2
CGD:CAL0000144133	UniProtKB:G8BCI8
CGD:CAL0000144131	UniProtKB:G8BE09
CGD:CAL0000144135	UniProtKB:G8B628
CGD:CAL0000144137	UniProtKB:G8B6Y4
CGD:CAL0000144139	UniProtKB:G8BBF8
CGD:CAL0000144141	UniProtKB:G8BH18
CGD:CAL0000144143	UniProtKB:G8B6F5
CGD:CAL0000144145	UniProtKB:G8BGJ0
CGD:CAL0000144147	UniProtKB:G8B6M2
CGD:CAL0000144151	UniProtKB:G8BAA6
CGD:CAL0000144149	UniProtKB:G8BFF8
CGD:CAL0000144155	UniProtKB:G8BKM3
CGD:CAL0000144153	UniProtKB:G8BGM6
CGD:CAL0000144157	UniProtKB:G8B7Q9
CGD:CAL0000144159	UniProtKB:G8B6G2
CGD:CAL0000144161	UniProtKB:G8BK04
CGD:CAL0000144167	UniProtKB:G8BC19
CGD:CAL0000144163	UniProtKB:G8B812
CGD:CAL0000144169	UniProtKB:G8B9G9
CGD:CAL0000144171	UniProtKB:G8B933
CGD:CAL0000144173	UniProtKB:G8BA64
CGD:CAL0000144175	UniProtKB:G8BGY5
CGD:CAL0000144177	UniProtKB:G8BBF2
CGD:CAL0000144181	UniProtKB:G8BC84
CGD:CAL0000144179	UniProtKB:G8B586
CGD:CAL0000144183	UniProtKB:G8B805
CGD:CAL0000144185	UniProtKB:G8BC75
