From	To
B9WHT9	XP_002420651.1
B9WFL0	XP_002419814.1
B9WJH2	XP_002421282.1
B9WAW6	XP_002418236.1
B9WA22	XP_002417942.1
B9WC37	XP_002418656.1
B9WJ27	XP_002421089.1
B9WCD0	XP_002418747.1
B9W8R3	XP_002417483.1
B9WGL7	XP_002420170.1
B9WGF6	XP_002420110.1
B9WKA4	XP_002421421.1
B9WJM4	XP_002421239.1
B9WFG8	XP_002419772.1
B9WL16	XP_002421777.1
B9W8C2	XP_002417343.1
B9WI45	XP_002420757.1
B9WM58	XP_002422167.1
B9WLH7	XP_002421938.1
B9W8N9	XP_002417459.1
B9WFU5	XP_002419899.1
B9WCZ3	XP_002418960.1
B9WAN2	XP_002418152.1
B9WDR6	XP_002419233.1
B9WN61	XP_002422520.1
B9WHQ7	XP_002420619.1
B9WN21	XP_002422480.1
B9WED0	XP_002419447.1
B9WE50	XP_002419367.1
B9WFC5	XP_002419729.1
B9WHC4	XP_002420487.1
B9WGS3	XP_002420226.1
B9W9Q9	XP_002417829.1
B9W9J0	XP_002417760.1
B9WJL4	XP_002421229.1
B9W8P5	XP_002417465.1
B9W9H6	XP_002417746.1
B9WA37	XP_002417957.1
B9WE99	XP_002419416.1
B9WGW4	XP_002420327.1
B9WEV5	XP_002419622.1
B9WD91	XP_002419058.1
B9WH93	XP_002420456.1
B9WN60	XP_002422519.1
B9WHP9	XP_002420611.1
B9WDP2	XP_002419209.1
B9WKX5	XP_002421736.1
B9WLN4	XP_002421995.1
B9WE44	XP_002419361.1
B9WCP6	XP_002418863.1
B9WC52	XP_002418671.1
B9WLZ2	XP_002422103.1
B9W737	XP_002416908.1
B9WEG0	XP_002419477.1
B9W9E4	XP_002417714.1
B9WAS3	XP_002418193.1
B9WGI9	XP_002420143.1
B9WE83	XP_002419400.1
B9WLA6	XP_002421867.1
B9W8C6	XP_002417347.1
B9WLC3	XP_002421884.1
B9WDS3	XP_002419240.1
B9WJ06	XP_002421068.1
B9W8T9	XP_002417509.1
B9WLF8	XP_002421919.1
B9WJK6	XP_002421316.1
B9WJ13	XP_002421075.1
B9W980	XP_002417649.1
B9WLW7	XP_002422078.1
B9WFZ0	XP_002419944.1
B9WEN3	XP_002419550.1
B9WIT7	XP_002420999.1
B9WGC0	XP_002420074.1
B9WDA5	XP_002419072.1
B9WJ15	XP_002421077.1
B9W866	XP_002417286.1
B9W772	XP_002416943.1
B9WCV1	XP_002418918.1
B9WHA4	XP_002420467.1
B9W864	XP_002417288.1
B9WE24	XP_002419341.1
B9WDZ5	XP_002419312.1
B9WE94	XP_002419411.1
B9WMS1	XP_002422380.1
B9WDF8	XP_002419125.1
B9WKF5	XP_002421470.1
B9W9G4	XP_002417734.1
B9WCD2	XP_002418749.1
B9W8I5	XP_002417405.1
B9WAC8	XP_002418048.1
B9WE29	XP_002419346.1
B9WIW8	XP_002421030.1
B9W6R1	XP_002416782.1
B9WG53	XP_002420007.1
B9WBA9	XP_002418379.1
B9WGD1	XP_002420085.1
B9WE85	XP_002419402.1
B9WH89	XP_002420452.1
B9WFK9	XP_002419813.1
B9WGD9	XP_002420093.1
B9W7Z1	XP_002417212.1
B9WLJ7	XP_002421958.1
B9WCQ1	XP_002418868.1
B9WKG4	XP_002421479.1
B9WBT2	XP_002418552.1
B9WG42	XP_002419996.1
B9WFY9	XP_002419943.1
B9WMN4	XP_002422343.1
B9WEL1	XP_002419528.1
B9WMS5	XP_002422384.1
B9WG34	XP_002419988.1
B9WI24	XP_002420736.1
B9WMV2	XP_002422411.1
B9WKH2	XP_002421487.1
B9W8K2	XP_002417421.1
B9WCU7	XP_002418914.1
B9WEC1	XP_002419438.1
B9WLC8	XP_002421889.1
B9WE56	XP_002419373.1
B9WJA7	XP_002421169.1
B9W7V8	XP_002417179.1
B9WDV1	XP_002419268.1
B9WDE9	XP_002419116.1
B9WKR0	XP_002421671.1
B9WJE4	XP_002421206.1
B9WHU4	XP_002420656.1
B9WKM3	XP_002421634.1
B9WCU2	XP_002418909.1
B9W8C4	XP_002417345.1
B9WL43	XP_002421804.1
B9WL56	XP_002421817.1
B9WG66	XP_002420020.1
B9WH42	XP_002420405.1
B9WAR5	XP_002418185.1
B9WN10	XP_002422469.1
B9WIZ9	XP_002421061.1
B9WE75	XP_002419392.1
B9WI49	XP_002420761.1
B9W8V4	XP_002417524.1
B9WF51	XP_002420283.1
B9WHW6	XP_002420678.1
B9WCF2	XP_002418769.1
B9WN16	XP_002422475.1
B9WME0	XP_002422249.1
B9WCZ0	XP_002418957.1
B9WAH4	XP_002418094.1
B9WLT8	XP_002422049.1
B9WJX6	XP_002421590.1
B9WDC5	XP_002419092.1
B9WDB3	XP_002419080.1
B9W6K1	XP_002416722.1
B9WK35	XP_002421352.1
B9WGP2	XP_002420195.1
B9WCK1	XP_002418818.1
B9WI48	XP_002420760.1
B9WKC9	XP_002421444.1
B9W751	XP_002416922.1
B9WJ84	XP_002421146.1
B9WMP4	XP_002422353.1
B9WG74	XP_002420028.1
B9W9V1	XP_002417873.1
B9WLQ4	XP_002422015.1
B9WE41	XP_002419358.1
B9WAK6	XP_002418126.1
B9W918	XP_002417588.1
B9W878	XP_002417299.1
B9WB62	XP_002418332.1
B9WG78	XP_002420032.1
B9WGH8	XP_002420132.1
B9WDX7	XP_002419294.1
B9W881	XP_002417302.1
B9WC45	XP_002418664.1
B9WCF4	XP_002418771.1
B9W6M3	XP_002416744.1
B9WEF1	XP_002419468.1
B9W741	XP_002416912.1
B9W6T3	XP_002416804.1
B9WM60	XP_002422169.1
B9WC11	XP_002418630.1
B9WFQ4	XP_002419858.1
B9WHM6	XP_002420589.1
B9WBB0	XP_002418380.1
B9WCE4	XP_002418761.1
B9WM62	XP_002422171.1
B9WAC5	XP_002418045.1
B9WIR7	XP_002420979.1
B9WJQ6	XP_002421538.1
B9WJE8	XP_002421210.1
B9WAZ9	XP_002418269.1
B9WKX1	XP_002421732.1
B9W7P4	XP_002417115.1
B9WLQ0	XP_002422011.1
B9WLP8	XP_002422009.1
B9WMA6	XP_002422215.1
B9WD92	XP_002419059.1
B9WLP2	XP_002422003.1
B9WG72	XP_002420026.1
B9W8L4	XP_002417434.1
B9WHB2	XP_002420475.1
B9W8D9	XP_002417360.1
B9WEU5	XP_002419612.1
B9W8I2	XP_002417402.1
B9WD77	XP_002419044.1
B9W857	XP_002417280.1
B9W9D5	XP_002417705.1
B9WK69	XP_002421386.1
B9WIM3	XP_002420935.1
B9WHJ4	XP_002420557.1
B9WJB3	XP_002421175.1
B9W7A9	XP_002416980.1
B9WMG4	XP_002422273.1
B9WGP4	XP_002420197.1
B9WD71	XP_002419038.1
B9WJU1	XP_002421557.1
B9WA10	XP_002417930.1
B9WKT7	XP_002421698.1
B9WHV9	XP_002420671.1
B9WKG3	XP_002421478.1
B9WAI1	XP_002418101.1
B9WMP1	XP_002422350.1
B9WG36	XP_002419990.1
B9WI78	XP_002420790.1
B9W8J3	XP_002417413.1
B9WK49	XP_002421366.1
B9W7U9	XP_002417170.1
B9W6K8	XP_002416729.1
B9W7G0	XP_002417031.1
B9WCF6	XP_002418773.1
B9WK86	XP_002421403.1
B9WLB9	XP_002421880.1
B9WF56	XP_002420288.1
B9WGV8	XP_002420321.1
B9WGT0	XP_002420233.1
B9WJS8	XP_002421523.1
B9W6G4	XP_002416685.1
B9WET0	XP_002419597.1
B9W7D0	XP_002417001.1
B9WMX2	XP_002422431.1
B9WML2	XP_002422321.1
B9WGB8	XP_002420072.1
B9WEQ1	XP_002419568.1
B9WD80	XP_002419047.1
B9WC08	XP_002418627.1
B9WH08	XP_002420371.1
B9W6J4	XP_002416715.1
B9W814	XP_002417235.1
B9W9L5	XP_002417786.1
B9W9W2	XP_002417882.1
B9WBU9	XP_002418568.1
B9WCH7	XP_002418794.1
B9WMA9	XP_002422218.1
B9W8T7	XP_002417507.1
B9WIZ7	XP_002421059.1
B9WGY0	XP_002420343.1
B9WN75	XP_002422534.1
B9WCG3	XP_002418780.1
B9WF79	XP_002419683.1
B9WCM9	XP_002418846.1
B9WJX4	XP_002421588.1
B9WB38	XP_002418308.1
B9WFT6	XP_002419890.1
B9WJ63	XP_002421125.1
B9W841	XP_002417261.1
B9WFQ3	XP_002419857.1
B9W9C5	XP_002417695.1
B9WKI1	XP_002421496.1
B9WBD4	XP_002418404.1
B9WA42	XP_002417962.1
B9WH14	XP_002420377.1
B9WFV9	XP_002419913.1
B9WJC8	XP_002421190.1
B9WLS9	XP_002422040.1
B9W956	XP_002417628.1
B9WFF3	XP_002419757.1
B9W8T8	XP_002417508.1
B9WHI2	XP_002420545.1
B9WHX6	XP_002420688.1
B9WBM3	XP_002418493.1
B9WI44	XP_002420756.1
B9WBS7	XP_002418547.1
B9WER8	XP_002419585.1
B9WBK7	XP_002418477.1
B9WFI4	XP_002419788.1
B9WHZ7	XP_002420709.1
B9WC17	XP_002418636.1
B9W7R8	XP_002417139.1
B9W745	XP_002416916.1
B9W6N2	XP_002416753.1
B9WLC6	XP_002421887.1
B9WDU7	XP_002419264.1
B9WBF0	XP_002418420.1
B9WMN5	XP_002422344.1
B9WCU1	XP_002418908.1
B9WKH8	XP_002421493.1
B9WG29	XP_002419983.1
B9W9U0	XP_002417860.1
B9WCK6	XP_002418823.1
B9WIF7	XP_002420869.1
B9WMV6	XP_002422415.1
B9W7C4	XP_002416995.1
B9WN15	XP_002422474.1
B9W822	XP_002417242.1
B9WA11	XP_002417931.1
B9WEN9	XP_002419556.1
B9WF01	XP_002419668.1
B9W7X2	XP_002417193.1
B9WE40	XP_002419357.1
B9WJ26	XP_002421088.1
B9WAY3	XP_002418253.1
B9WBM4	XP_002418494.1
B9WET3	XP_002419600.1
B9WLJ4	XP_002421955.1
B9W861	XP_002417281.1
B9WA71	XP_002417991.1
B9WJS9	XP_002421549.1
B9WAN0	XP_002418150.1
B9W9F5	XP_002417725.1
B9WL11	XP_002421772.1
B9WI67	XP_002420779.1
B9WKF1	XP_002421466.1
B9WL88	XP_002421849.1
B9WLN9	XP_002422000.1
B9W920	XP_002417590.1
B9WH74	XP_002420437.1
B9WB61	XP_002418331.1
B9W9W9	XP_002417889.1
B9WJC0	XP_002421182.1
B9WIL8	XP_002420930.1
B9WIS7	XP_002420989.1
B9W7U0	XP_002417161.1
B9WAQ0	XP_002418170.1
B9WGN1	XP_002420184.1
B9WC23	XP_002418642.1
B9WC62	XP_002418679.1
B9WM41	XP_002422150.1
B9WMC7	XP_002422236.1
B9WHU8	XP_002420660.1
B9WCJ8	XP_002418815.1
B9WI18	XP_002420730.1
B9WA41	XP_002417961.1
B9WBK2	XP_002418472.1
B9WLR6	XP_002422027.1
B9WHF0	XP_002420513.1
B9WN56	XP_002422515.1
B9WC46	XP_002418665.1
B9WLH5	XP_002421936.1
B9WID3	XP_002420845.1
B9WIC0	XP_002420832.1
B9W7Y1	XP_002417202.1
B9WB80	XP_002418350.1
B9W9S4	XP_002417844.1
B9WMN2	XP_002422341.1
B9WM42	XP_002422151.1
B9WL18	XP_002421779.1
B9WFB2	XP_002419716.1
B9WC33	XP_002418652.1
B9W940	XP_002417609.1
B9WIU4	XP_002421006.1
B9WMU5	XP_002422404.1
B9WM27	XP_002422138.1
B9WDZ3	XP_002419310.1
B9WM79	XP_002422188.1
B9WBL3	XP_002418483.1
B9WFD7	XP_002419741.1
B9WA15	XP_002417935.1
B9WH32	XP_002420395.1
B9W6X0	XP_002416841.1
B9W9A6	XP_002417676.1
B9WLV3	XP_002422064.1
B9WKS6	XP_002421687.1
B9WJC9	XP_002421191.1
B9W7Z8	XP_002417220.1
B9WGU3	XP_002420246.1
B9W6Q7	XP_002416778.1
B9WBH7	XP_002418447.1
B9WKL8	XP_002421629.1
B9W6R6	XP_002416787.1
B9WF97	XP_002419701.1
B9WH47	XP_002420410.1
B9W7X7	XP_002417198.1
B9WFF8	XP_002419762.1
B9WM46	XP_002422155.1
B9WGB3	XP_002420067.1
B9WEB6	XP_002419433.1
B9WH76	XP_002420439.1
B9WI16	XP_002420728.1
B9WHZ4	XP_002420706.1
B9WGX3	XP_002420336.1
B9WL94	XP_002421855.1
B9WKS1	XP_002421682.1
B9WMT1	XP_002422390.1
B9WMX6	XP_002422435.1
B9WLM6	XP_002421987.1
B9WBA3	XP_002418373.1
B9WJY3	XP_002421597.1
B9WJZ1	XP_002421605.1
B9W9Y9	XP_002417909.1
B9W7D4	XP_002417005.1
B9WCC6	XP_002418743.1
B9WLI0	XP_002421941.1
B9WFI5	XP_002419789.1
B9WBQ4	XP_002418524.1
B9WHV4	XP_002420666.1
B9W6Q9	XP_002416780.1
B9WLL1	XP_002421972.1
B9W7B8	XP_002416989.1
B9WDU8	XP_002419265.1
B9WA28	XP_002417948.1
B9WJR7	XP_002421517.1
B9WIJ4	XP_002420906.1
B9WJF9	XP_002421221.1
B9WI86	XP_002420798.1
B9WHU3	XP_002420655.1
B9WE08	XP_002419325.1
B9WAD1	XP_002418051.1
B9WHS3	XP_002420635.1
B9WMA5	XP_002422214.1
B9W7Y6	XP_002417207.1
B9WAB6	XP_002418036.1
B9W8W2	XP_002417532.1
B9WLS6	XP_002422037.1
B9WDE4	XP_002419111.1
B9WIC4	XP_002420836.1
B9WGW8	XP_002420331.1
B9WGX6	XP_002420339.1
B9WI20	XP_002420732.1
B9WF73	XP_002420305.1
B9WM32	XP_002422143.1
B9WAY5	XP_002418255.1
B9WCM5	XP_002418842.1
B9WCL9	XP_002418836.1
B9WGT5	XP_002420238.1
B9W8S9	XP_002417499.1
B9WHK2	XP_002420565.1
B9WFX2	XP_002419926.1
B9WLL2	XP_002421973.1
B9WF52	XP_002420284.1
B9WDQ4	XP_002419221.1
B9WH11	XP_002420374.1
B9W7W7	XP_002417188.1
B9WME4	XP_002422253.1
B9WEP3	XP_002419560.1
B9WJN3	XP_002421248.1
B9WLG1	XP_002421922.1
B9W9S7	XP_002417847.1
B9WJJ9	XP_002421309.1
B9WAR0	XP_002418180.1
B9WGD0	XP_002420084.1
B9W723	XP_002416894.1
B9WHL4	XP_002420577.1
B9W7E8	XP_002417019.1
B9WAX2	XP_002418242.1
B9W8C5	XP_002417346.1
B9WCU9	XP_002418916.1
B9W8T0	XP_002417500.1
B9WKC1	XP_002421436.1
B9WMQ1	XP_002422360.1
B9WEA0	XP_002419417.1
B9W8Q4	XP_002417474.1
B9WEC2	XP_002419439.1
B9WE10	XP_002419327.1
B9WJK4	XP_002421314.1
B9W928	XP_002417598.1
B9WCC0	XP_002418737.1
B9WI63	XP_002420775.1
B9W7N0	XP_002417101.1
B9WGD6	XP_002420090.1
B9WEA6	XP_002419423.1
B9WDR0	XP_002419227.1
B9WI89	XP_002420801.1
B9WJ62	XP_002421124.1
B9WGZ3	XP_002420356.1
B9WAM9	XP_002418149.1
B9WKY2	XP_002421743.1
B9W9R5	XP_002417835.1
B9WDW1	XP_002419278.1
B9W839	XP_002417259.1
B9W7D7	XP_002417008.1
B9WGI2	XP_002420136.1
B9WJB4	XP_002421176.1
B9WBR1	XP_002418531.1
B9WGI0	XP_002420134.1
B9WID9	XP_002420851.1
B9WBZ7	XP_002418616.1
B9W755	XP_002416926.1
B9WHK3	XP_002420566.1
B9W6N4	XP_002416755.1
B9WL20	XP_002421781.1
B9WMU2	XP_002422401.1
B9WCB3	XP_002418730.1
B9WGA9	XP_002420063.1
B9W9F7	XP_002417727.1
B9WGJ7	XP_002420151.1
B9W8B6	XP_002417337.1
B9WKZ4	XP_002421755.1
B9WJI8	XP_002421298.1
B9WI47	XP_002420759.1
B9WKB2	XP_002421429.1
B9WDQ7	XP_002419224.1
B9WDJ5	XP_002419162.1
B9WM16	XP_002422127.1
B9WCI8	XP_002418805.1
B9WFI6	XP_002419790.1
B9WEB3	XP_002419430.1
B9W7I6	XP_002417057.1
B9WGL1	XP_002420164.1
B9W957	XP_002417627.1
B9WKL9	XP_002421630.1
B9W8F8	XP_002417379.1
B9WC54	XP_002418673.1
B9WKS0	XP_002421681.1
B9WGW7	XP_002420330.1
B9WEN8	XP_002419555.1
B9WA16	XP_002417936.1
B9WGL2	XP_002420165.1
B9W965	XP_002417634.1
B9WCA4	XP_002418721.1
B9WCB6	XP_002418733.1
B9WBF1	XP_002418421.1
B9WG60	XP_002420014.1
B9W901	XP_002417571.1
B9W7U3	XP_002417164.1
B9WEQ5	XP_002419572.1
B9WDH9	XP_002419146.1
B9WB87	XP_002418357.1
B9W8I8	XP_002417409.1
B9WMZ8	XP_002422457.1
B9W7T8	XP_002417159.1
B9W8Z1	XP_002417561.1
B9WGI5	XP_002420139.1
B9WGQ5	XP_002420208.1
B9WGN3	XP_002420186.1
B9W9D6	XP_002417706.1
B9WK92	XP_002421409.1
B9W8X5	XP_002417545.1
B9W8A3	XP_002417324.1
B9WHB4	XP_002420477.1
B9WFJ9	XP_002419803.1
B9WBU4	XP_002418563.1
B9WLG5	XP_002421926.1
B9WCK2	XP_002418819.1
B9WGQ9	XP_002420212.1
B9WJ50	XP_002421112.1
B9WFK5	XP_002419809.1
B9WH25	XP_002420388.1
B9WKB5	XP_002421430.1
B9WHH4	XP_002420537.1
B9W6L3	XP_002416734.1
B9WAI7	XP_002418107.1
B9WFZ5	XP_002419949.1
B9WF22	XP_002420255.1
B9WGM3	XP_002420176.1
B9WCN1	XP_002418848.1
B9WIU3	XP_002421005.1
B9WLV7	XP_002422068.1
B9WED6	XP_002419453.1
B9W7E6	XP_002417017.1
B9WA64	XP_002417984.1
B9W860	XP_002417282.1
B9WLT5	XP_002422046.1
B9WH72	XP_002420435.1
B9WA25	XP_002417945.1
B9WKZ9	XP_002421760.1
B9WIJ6	XP_002420908.1
B9WLK5	XP_002421966.1
B9WFK3	XP_002419807.1
B9W9L0	XP_002417780.1
B9WM37	XP_002422148.1
B9WDL8	XP_002419185.1
B9WHY9	XP_002420701.1
B9WBZ3	XP_002418612.1
B9WF32	XP_002420265.1
B9WL44	XP_002421805.1
B9WFQ6	XP_002419860.1
B9WAI6	XP_002418106.1
B9WMF4	XP_002422263.1
B9WJU0	XP_002421556.1
B9WM43	XP_002422152.1
B9WMJ7	XP_002422306.1
B9WHL2	XP_002420575.1
B9WAA8	XP_002418028.1
B9WDG0	XP_002419127.1
B9WBH0	XP_002418440.1
B9W7X5	XP_002417196.1
B9W996	XP_002417665.1
B9WFQ9	XP_002419863.1
B9WAG6	XP_002418086.1
B9WDV8	XP_002419275.1
B9WMU0	XP_002422399.1
B9W7N6	XP_002417107.1
B9WGW5	XP_002420328.1
B9W9Z6	XP_002417916.1
B9WJH7	XP_002421287.1
B9WAH6	XP_002418096.1
B9WGX9	XP_002420342.1
B9WID7	XP_002420849.1
B9W9N9	XP_002417809.1
B9WAS9	XP_002418199.1
B9WGK6	XP_002420159.1
B9WCB0	XP_002418727.1
B9WCV3	XP_002418920.1
B9WIB7	XP_002420829.1
B9WFE6	XP_002419750.1
B9W8J8	XP_002417418.1
B9WFU1	XP_002419895.1
B9WGA5	XP_002420059.1
B9WD63	XP_002419030.1
B9WMV7	XP_002422416.1
B9W8X3	XP_002417543.1
B9WMH9	XP_002422288.1
B9WEM3	XP_002419540.1
B9WCU8	XP_002418915.1
B9WN27	XP_002422486.1
B9WGJ1	XP_002420145.1
B9WCE8	XP_002418765.1
B9WDV0	XP_002419267.1
B9W8P9	XP_002417469.1
B9WG67	XP_002420021.1
B9WEQ0	XP_002419567.1
B9WBC7	XP_002418397.1
B9WBZ2	XP_002418611.1
B9WC74	XP_002418691.1
B9WLV6	XP_002422067.1
B9WB76	XP_002418346.1
B9WMK7	XP_002422316.1
B9WGE4	XP_002420098.1
B9WDS9	XP_002419246.1
B9WKN2	XP_002421643.1
B9WFZ8	XP_002419952.1
B9WJ51	XP_002421113.1
B9WDJ3	XP_002419160.1
B9WEQ2	XP_002419569.1
B9WIG8	XP_002420880.1
B9W7K3	XP_002417074.1
B9WJB1	XP_002421173.1
B9W9N2	XP_002417802.1
B9WC43	XP_002418662.1
B9WFJ4	XP_002419798.1
B9WMT0	XP_002422389.1
B9WJ38	XP_002421100.1
B9W960	XP_002417629.1
B9W8U2	XP_002417512.1
B9WHS8	XP_002420640.1
B9W9Y3	XP_002417903.1
B9WLI7	XP_002421948.1
B9WDK3	XP_002419170.1
B9WBT1	XP_002418551.1
B9WB78	XP_002418348.1
B9WMA8	XP_002422217.1
B9WA20	XP_002417940.1
B9WCS8	XP_002418895.1
B9WML6	XP_002422325.1
B9WGR4	XP_002420217.1
B9W6X1	XP_002416842.1
B9WFT0	XP_002419884.1
B9WEK5	XP_002419522.1
B9WEG2	XP_002419479.1
B9WH63	XP_002420426.1
B9WDA3	XP_002419070.1
B9WIE7	XP_002420859.1
B9WIF4	XP_002420866.1
B9WDY6	XP_002419303.1
B9W6R3	XP_002416784.1
B9WJ79	XP_002421141.1
B9WD65	XP_002419032.1
B9WGM4	XP_002420177.1
B9WL70	XP_002421831.1
B9WAJ5	XP_002418115.1
B9WDY1	XP_002419298.1
B9WJD0	XP_002421192.1
B9W9S2	XP_002417842.1
B9WAU1	XP_002418211.1
B9WD45	XP_002419012.1
B9W7J0	XP_002417061.1
B9WCS1	XP_002418888.1
B9W8J7	XP_002417417.1
B9WJY1	XP_002421595.1
B9WBS5	XP_002418545.1
B9WAG9	XP_002418089.1
B9WE31	XP_002419348.1
B9WFV0	XP_002419904.1
B9WKF2	XP_002421467.1
B9WHX7	XP_002420689.1
B9W7Q3	XP_002417124.1
B9WK13	XP_002421330.1
B9W9B0	XP_002417681.1
B9WDA7	XP_002419074.1
B9WKP6	XP_002421657.1
B9WHD5	XP_002420498.1
B9WHD5	XP_002420499.1
B9WMB8	XP_002422227.1
B9WN04	XP_002422463.1
B9WAQ6	XP_002418176.1
B9WLN7	XP_002421998.1
B9WIW7	XP_002421029.1
B9W7S0	XP_002417141.1
B9W9N7	XP_002417807.1
B9WFQ2	XP_002419856.1
B9WHY1	XP_002420693.1
B9W7T6	XP_002417157.1
B9WJJ5	XP_002421305.1
B9WMD8	XP_002422247.1
B9WHV6	XP_002420668.1
B9WGF7	XP_002420111.1
B9WE07	XP_002419324.1
B9WJE0	XP_002421202.1
B9WID0	XP_002420842.1
B9W9V8	XP_002417878.1
B9WKF8	XP_002421473.1
B9WIT3	XP_002420995.1
B9W6X5	XP_002416846.1
B9WFA6	XP_002419710.1
B9W8L8	XP_002417438.1
B9WDK2	XP_002419169.1
B9WIY1	XP_002421043.1
B9W9M4	XP_002417794.1
B9WN42	XP_002422501.1
B9WB90	XP_002418360.1
B9WKC7	XP_002421442.1
B9WG93	XP_002420047.1
B9WCS5	XP_002418892.1
B9WFT5	XP_002419889.1
B9WGP8	XP_002420201.1
B9WBP4	XP_002418514.1
B9WN71	XP_002422530.1
B9WGK4	XP_002420158.1
B9WKV7	XP_002421718.1
B9WDK4	XP_002419171.1
B9WEN5	XP_002419552.1
B9W6M4	XP_002416745.1
B9WM74	XP_002422183.1
B9WGB6	XP_002420070.1
B9WAL0	XP_002418130.1
B9WCX5	XP_002418942.1
B9WKY7	XP_002421748.1
B9WL54	XP_002421815.1
B9WLM5	XP_002421986.1
B9WJQ0	XP_002421265.1
B9WI52	XP_002420764.1
B9WF06	XP_002419673.1
B9W6P9	XP_002416770.1
B9WDY9	XP_002419306.1
B9WA79	XP_002417999.1
B9WE82	XP_002419399.1
B9WAX7	XP_002418247.1
B9WB69	XP_002418339.1
B9WK03	XP_002421320.1
B9WL77	XP_002421838.1
B9WMZ6	XP_002422455.1
B9WIM9	XP_002420941.1
B9WDP5	XP_002419212.1
B9WBZ9	XP_002418618.1
B9WEK3	XP_002419520.1
B9WCM0	XP_002418837.1
B9W6X8	XP_002416849.1
B9WMM0	XP_002422329.1
B9WHS1	XP_002420633.1
B9WGH9	XP_002420133.1
B9WJ05	XP_002421067.1
B9WK64	XP_002421381.1
B9WCP7	XP_002418864.1
B9WHI4	XP_002420547.1
B9WFP3	XP_002419847.1
B9WJK0	XP_002421310.1
B9W7K7	XP_002417078.1
B9WGS6	XP_002420229.1
B9WC36	XP_002418655.1
B9WKY3	XP_002421744.1
B9W793	XP_002416964.1
B9WLW8	XP_002422079.1
B9WLX3	XP_002422084.1
B9WAB3	XP_002418033.1
B9WC98	XP_002418715.1
B9WB81	XP_002418351.1
B9WL19	XP_002421780.1
B9WAD6	XP_002418056.1
B9WM96	XP_002422205.1
B9W7S8	XP_002417149.1
B9WGJ4	XP_002420148.1
B9WA91	XP_002418011.1
B9W7B3	XP_002416984.1
B9W9Q0	XP_002417820.1
B9WHQ1	XP_002420613.1
B9WHA9	XP_002420472.1
B9WGF3	XP_002420107.1
B9WEL3	XP_002419530.1
B9WD52	XP_002419019.1
B9W9M5	XP_002417795.1
B9W9G6	XP_002417736.1
B9WIR9	XP_002420981.1
B9WIU0	XP_002421002.1
B9WIF1	XP_002420863.1
B9WMQ5	XP_002422364.1
B9W977	XP_002417646.1
B9WBY1	XP_002418600.1
B9WMW6	XP_002422425.1
B9WJY7	XP_002421601.1
B9WI60	XP_002420772.1
B9W6J1	XP_002416712.1
B9WML0	XP_002422319.1
B9W763	XP_002416934.1
B9WD27	XP_002418994.1
B9WHX0	XP_002420682.1
B9WFR9	XP_002419873.1
B9WF11	XP_002419678.1
B9W9S9	XP_002417849.1
B9WHF8	XP_002420521.1
B9WCN2	XP_002418849.1
B9WIR1	XP_002420973.1
B9W749	XP_002416920.1
B9W9Y0	XP_002417900.1
B9WBE8	XP_002418418.1
B9WAZ3	XP_002418263.1
B9WHE2	XP_002420505.1
B9WCQ6	XP_002418873.1
B9W6V0	XP_002416821.1
B9WEX8	XP_002419645.1
B9WJG9	XP_002421279.1
B9WG86	XP_002420040.1
B9WI25	XP_002420737.1
B9WC85	XP_002418702.1
B9WGU1	XP_002420244.1
B9WIK1	XP_002420913.1
B9W930	XP_002417602.1
B9W8Z9	XP_002417569.1
B9WMS4	XP_002422383.1
B9WAX4	XP_002418244.1
B9W970	XP_002417639.1
B9W6N0	XP_002416751.1
B9W7P1	XP_002417112.1
B9W6R2	XP_002416783.1
B9WDT1	XP_002419248.1
B9WIG7	XP_002420879.1
B9W9J7	XP_002417767.1
B9WEE0	XP_002419457.1
B9WE36	XP_002419353.1
B9W9E6	XP_002417716.1
B9WN20	XP_002422479.1
B9WF27	XP_002420260.1
B9WKW3	XP_002421724.1
B9WF93	XP_002419697.1
B9WJY6	XP_002421600.1
B9WHZ9	XP_002420711.1
B9WHX9	XP_002420691.1
B9WJ93	XP_002421155.1
B9WIP3	XP_002420955.1
B9WIV0	XP_002421012.1
B9W853	XP_002417273.1
B9WAB0	XP_002418030.1
B9WK70	XP_002421387.1
B9WDD7	XP_002419104.1
B9WIK8	XP_002420920.1
B9WH04	XP_002420367.1
B9WHZ6	XP_002420708.1
B9WGL6	XP_002420169.1
B9WEX5	XP_002419642.1
B9WEU7	XP_002419614.1
B9WIV9	XP_002421021.1
B9WLB0	XP_002421871.1
B9WF28	XP_002420261.1
B9WC61	XP_002418678.1
B9WN37	XP_002422496.1
B9WJZ0	XP_002421604.1
B9WEP5	XP_002419562.1
B9WM72	XP_002422181.1
B9W8L3	XP_002417433.1
B9WIB6	XP_002420828.1
B9WGT3	XP_002420236.1
B9WM59	XP_002422168.1
B9WER7	XP_002419584.1
B9WM70	XP_002422179.1
B9WGH4	XP_002420128.1
B9WHB1	XP_002420474.1
B9WDS1	XP_002419238.1
B9WKX7	XP_002421738.1
B9WA31	XP_002417951.1
B9WBP3	XP_002418513.1
B9WD54	XP_002419021.1
B9WJ97	XP_002421159.1
B9WKR3	XP_002421674.1
B9WFK1	XP_002419805.1
B9WDZ9	XP_002419316.1
B9WD57	XP_002419024.1
B9WDJ8	XP_002419165.1
B9WBX1	XP_002418590.1
B9WGQ7	XP_002420210.1
